particle angle spin speed temp
boson -35.8 strange 45.52731990172 40.649045614249
gluon 33.2 down 49.5952218795494 86.4579140479248
gluon 55.6 up 47.0109524469598 55.8828925182695
fermion 40.9 strange 54.3677457517543 30.7304870741339
fermion -47.4 charm 41.7715361668954 19.0364360310836
fermion -49.5 down 46.7806739531597 24.1895099091289
hadron -38.3 up 50.0128216282078 67.3072070983945
fermion 43.4 up 49.4285270122941 71.9666108838414
hadron 38.8 down 53.6763527297732 44.2828209938936
gluon 51.4 charm 59.6295167501898 38.8233828168192
fermion 32.9 up 45.6263434953537 52.8448658350629
boson -22.2 down 62.0775225940499 56.8830596101011
boson 27.3 down 57.3595094446084 10.2715448605147
gluon 11 up 54.2429319078378 53.4112753570734
fermion 64.7 charm 47.516454002628 30.5122118401307
gluon -45 strange 49.9585213683664 78.1698932456703
hadron -43.7 strange 47.2651007864587 57.577794968188
fermion -61 charm 54.116211539873 45.7388501991647
boson 54.5 charm 49.3258061645038 36.8498732206028
fermion -33.6 strange 44.9025336840996 43.1132984621538
gluon 50.5 strange 51.1292143905337 46.2664401928568
hadron -69.1 strange 46.4485139355386 53.3746961047547
fermion 54.5 charm 50.8287180034726 57.5005141160496
gluon 35.5 charm 44.6589446001933 23.4000780727326
hadron 7.6 charm 40.3488675067964 68.4912594921724
fermion -31.5 charm 44.2681945140597 40.9626528781378
hadron -21.4 charm 49.3127823399346 93.616565468882
fermion 34.2 charm 54.860116409011 59.0730191918601
fermion 63 down 45.9553222509309 57.5782987943765
gluon -4.1 strange 50.6360228658491 79.2476801490103
hadron 50.7 up 55.6182146022691 46.0471696476294
hadron 69 down 48.9286315596792 78.4713267184043
boson 15.7 strange 53.9261734737387 39.8025182582148
boson 59.7 strange 57.0658115438496 37.0954084469362
gluon 11.3 charm 53.7385513990402 67.9568674467403
hadron -5.2 strange 53.6018569397065 53.9317512958868
fermion 53.5 charm 51.1280037130096 53.8163742127369
hadron -60 charm 53.3773041812853 76.0732827300465
boson 55.5 charm 55.8037247723171 35.2232619377088
fermion 68.2 strange 48.35965770102 31.9521835646194
gluon -26.2 strange 51.1106496322568 57.0914798629016
gluon 54.4 up 53.365136035904 35.0932689253977
boson 43.6 down 60.3464620671287 28.7441418072328
boson 47.4 charm 60.296521305833 71.8204936799333
boson 38.4 up 41.4461590359151 50.1444974888571
gluon 17.5 charm 38.2056446765798 54.7614410971859
boson -47.4 charm 51.1872395203535 44.9184358738218
boson 5.1 down 55.9873646609921 33.9081862655115
boson 11.7 up 52.3379535820187 62.0958428147761
boson -18.7 down 47.8615937104901 33.3055509474892
hadron -34.9 down 43.7977730038003 56.5149345997846
boson -42.1 up 54.1729135965756 30.5211497670995
gluon -13.3 down 52.2501548527169 63.7958146977125
hadron -53 down 51.8156675460749 47.7759787928381
gluon 15.3 down 41.1277909373725 63.4442908279259
boson 62.8 up 44.2655199026597 73.9406785526665
gluon 18.9 up 45.6794913147751 68.9490502121962
fermion -38.3 up 54.2712788557182 28.493768312793
hadron 33.3 strange 45.4103264273762 57.7279974652285
fermion 60.5 strange 53.1338336997657 22.3317332973787
boson 3.1 down 53.2771981256322 42.7699251619976
gluon 57.3 up 49.3714452364197 79.3351286444507
boson 7.3 down 44.8355377244059 34.1731102991586
hadron -35.9 up 50.1017335949187 42.681813357469
hadron 4.1 up 47.7326467359048 61.7671129266321
boson 61.3 up 41.9848177540574 62.6685798338636
boson -55.6 down 44.7953602355378 26.2775163458134
hadron -16.3 strange 46.6988426233217 56.1641764902639
boson 20.5 up 50.7868196477324 56.6172815693876
gluon -26.4 up 43.5103446651645 70.7718509292201
boson 60.5 charm 49.9642785583969 66.8887804543697
fermion 53.3 strange 44.3943205186848 29.781236566173
gluon 48.1 down 43.3495430235904 66.5665930414507
fermion 67.8 strange 44.671112664032 47.4123078873283
fermion 25.1 strange 52.6205449939311 16.5068750833882
boson -2.5 down 50.7225422187178 53.7892863233504
gluon 56.1 up 49.3302589746848 73.845699178733
gluon 5.6 down 50.9398449196984 54.9052297397187
boson 58 charm 49.1466287988588 9.99111028703281
boson -62.2 down 54.1735152694813 41.1729934185415
fermion -24.8 down 47.176601561925 29.9636405619832
gluon -39.8 strange 52.0055824930531 52.1990452238708
fermion 9.6 strange 55.6236944501797 24.2336305778953
hadron -52.5 up 51.3356686223136 64.9026867746765
fermion -0.9 strange 51.7786780844949 52.0048724763967
boson 67.5 down 51.1321801597955 39.8177638153755
fermion -56.1 strange 51.2149523107763 9.14243056930236
gluon -37.6 charm 53.368178490575 46.2301366543205
gluon -47.9 strange 58.6603992806929 68.6517681437701
hadron 61.9 strange 46.4308290421316 51.7805916758657
hadron 32.3 up 52.1556194750563 65.391855540537
hadron -53.5 strange 53.4628033381081 59.8486032515826
gluon 49.8 charm 53.1092707749595 56.757220436155
hadron -41.5 down 56.3606881829589 53.5273551941223
boson 31.8 strange 51.6988267341512 69.4491748568694
hadron -10.1 up 41.6843575634425 73.5631422648647
boson -48.9 down 55.9272919965688 10.6143064761329
gluon 31.9 strange 56.1936246297798 31.3449248454185
gluon -65.8 charm 58.1321481906241 89.9524044430984
hadron 25.4 strange 44.956547515612 74.2033448780745
boson -1.7 up 42.5127717754834 29.1440044892633
boson 44.6 charm 51.9804009633638 62.9752159273697
boson 35.2 down 52.9971203415034 61.9856730249686
fermion 60.1 strange 50.6636331697419 37.5385996805775
hadron 57.3 down 49.9019524392388 74.1170184754478
fermion 20.4 charm 49.5420020631951 33.4232511906065
boson 40.1 up 51.4921723311508 61.7164757839325
gluon 56.1 down 52.1591460028166 81.8706995116879
boson -61.3 down 53.9479113944495 29.9221416123423
hadron -63.2 up 60.7338668761806 46.7163366891301
fermion -36.3 up 49.072822220558 27.413342098507
hadron -27.4 down 54.4002515736733 59.7584472840926
gluon -44 down 51.8502649288993 42.1468616086168
gluon 16.4 strange 61.4043236730504 53.4533199063957
boson 8.4 down 48.1537842900382 37.0700763464562
fermion 68.2 charm 54.0785486743478 48.9873405689457
gluon 38.1 up 50.6618000519033 70.4588742190275
fermion 69.1 strange 50.4973391231834 52.7804593019561
boson 42.6 up 48.1586055702073 31.8666746251818
fermion 35.1 charm 49.588546637235 62.1348077432435
gluon -52.2 down 49.0922782935113 94.9957833598217
boson -10.3 down 42.9472137094811 36.3950382340786
gluon 36.3 charm 53.790939028761 49.2110854391894
hadron -2.2 charm 51.2224246079885 49.0313152321134
fermion -57 up 48.2102480770795 46.9007172925933
fermion 43 strange 57.3290719868308 59.3326427725136
fermion 45.9 up 41.3717051178793 62.6350341874301
hadron -62 strange 54.3665164307296 53.1511353808012
gluon 18.9 up 40.9352407280159 54.9954373146146
boson 48.5 down 43.9170482362423 48.9738446920005
hadron -64.4 strange 56.2701156351423 82.9325632525753
gluon 28.1 strange 48.4736861364367 32.4447629287377
gluon -24.7 up 48.2865804185821 49.386636495649
fermion -34.6 charm 53.838598208883 17.9109538344676
hadron -62.8 down 50.4807230926288 65.4763603643984
fermion 53 down 49.1067491424739 72.6597858316237
fermion 43.2 charm 42.3016109197205 42.3178989689179
hadron -34.8 strange 52.9825975402343 59.2934549211641
fermion 8.9 charm 41.9378567288283 68.4216915885238
fermion 56.2 down 50.6867184682148 33.4806064503724
hadron 42.7 up 48.6170276713546 59.8992625858074
hadron -7.1 down 50.4113171263952 60.8925111899327
fermion 9.7 strange 44.7079825973121 32.5497958147005
boson -26.4 up 46.9030066370231 15.506291829956
boson -13.9 down 59.9856534028173 60.4349511344326
fermion -67 strange 55.3115478059679 21.2433370532411
hadron 36 down 46.353496367353 53.6987535062224
fermion -41.1 up 43.1092585723421 32.3534470316975
fermion -30.8 up 54.3577785228917 53.326819499544
fermion -18.6 down 51.1038574797922 33.2617415729734
boson -9.6 up 54.0373898790874 30.4774993967638
gluon 67.1 down 58.1290613061255 55.396410523388
hadron -49 down 37.7028824767861 54.0249109357385
boson 30.7 up 53.4421631193185 59.133981285346
fermion 26.3 up 45.2830291554939 41.4330598634763
gluon -65.8 down 50.8317965740074 62.8734272105571
hadron -8.7 charm 44.190036594883 28.0875442356451
fermion -32.8 up 48.7720794099453 32.5851982146954
fermion -18.1 strange 46.1082528153543 43.1177924302688
gluon -8.2 charm 39.9609520891652 42.4750366654701
boson 20.8 charm 44.8325754609379 39.5955944598363
fermion -15.4 up 53.5624399415625 65.5116075573133
fermion -7.6 charm 48.3511260084653 40.5121054050229
fermion 46.2 strange 42.6733556827208 1.94621953495581
fermion 28.8 down 45.9519207233958 35.1705105543189
hadron -52.9 down 47.9557272494957 72.4807799054745
gluon -58.8 down 48.7732195216568 88.5886009223235
gluon -56.5 strange 52.9775396040524 50.6228562543698
fermion -56.9 down 51.8359120272884 46.8287801983746
gluon -55.5 strange 50.6766572125468 60.4401665341415
hadron -58.2 up 54.6882316555626 37.3843150021475
gluon 45.4 up 49.3168619421974 47.4483321966616
boson 56.4 down 57.6471019517972 42.7965478169352
gluon -0.1 down 50.9744207401098 54.2307513796744
hadron -3.3 strange 47.8967831134529 54.9811865157463
gluon -13.9 up 48.6619022638452 46.2182064084402
boson 19.1 up 48.2309199218124 13.6496375289152
boson 67.2 down 48.4845496820068 55.2389487996305
gluon -62.3 charm 46.9050852453598 39.1246769468046
gluon 47.7 up 39.7993454195442 71.9711748815363
gluon -33.9 charm 45.2101306010899 80.0457283575997
gluon -52.9 down 46.6924914841632 36.3389309178447
hadron 12.1 down 53.6864557459076 66.2091005024744
gluon 11.6 charm 52.0633977737224 55.6119799252502
fermion -47.6 charm 37.6939751772427 25.0866151151846
boson 21 charm 52.5290310528285 63.6760498307133
boson 67 down 52.5845762401066 33.6243891319004
gluon -40.4 up 51.0660447855889 64.5139269110342
gluon 13.9 charm 51.5602922923217 64.7760859514208
hadron -13.1 down 51.0699890781684 62.0999128390653
boson 6.6 up 45.0178957955645 33.1359982268289
boson 65.8 charm 62.2543641581731 32.6335156150702
hadron 6.8 charm 46.3090377451237 53.3894759345318
boson 36.8 down 46.8419626986232 31.5679687604115
fermion 51.9 down 47.8393635755988 60.2225378417909
boson 39.7 strange 49.523175339873 19.5152864524034
fermion 0.3 strange 50.304437130119 42.5761907361894
hadron -52.6 charm 48.3685885074002 23.7340167577419
gluon -51.5 charm 48.5683002036886 67.2226056666933
hadron -11.3 up 52.3499553729893 73.5379815884808
fermion 6.6 charm 55.1758363216159 53.5142155077983
fermion -65 charm 53.3779738529317 28.2494719515858
gluon 3.8 strange 53.046096961432 43.0491244162498
boson 47.9 down 53.8389454885247 45.6263970560028
gluon -48.5 strange 53.5549593470305 49.6501077347404
gluon -54.3 down 51.1138822282132 60.2285254795899
gluon -48.7 charm 49.0765085765205 67.9000518713311
gluon 36.2 up 56.5468255107098 57.3387995770515
hadron 33.6 up 50.6562878412519 41.0700586517192
fermion 25.4 charm 43.3131300913345 14.5007357301009
hadron -9.1 charm 48.4794650641009 44.7683230161488
fermion -54 up 44.9993936578767 22.5569567330588
hadron 46 up 56.2574524478882 49.7281226407339
hadron 2.8 up 48.0952463186812 69.4132923583498
fermion -32 strange 38.544148257022 37.1442423595801
gluon -58 up 42.3685037351853 58.0159766073529
hadron 38.7 up 54.8657607581501 70.0803538776734
fermion -42.7 charm 47.3833861289067 26.9435864746563
gluon -44.5 strange 48.7193744677476 56.9980236424549
hadron -43 up 54.0065831007393 78.805131008443
fermion 69 down 48.5168100114684 39.9808022834323
boson 32.7 up 49.5239696602063 43.5429002072589
boson -49.1 down 54.2544587741627 60.0404319680427
hadron -19.5 down 44.7305278616022 89.3624874032097
gluon 65.6 down 57.7464791664015 33.8900618597534
fermion 27.6 charm 54.2441253183649 51.6608234091485
hadron -43.4 down 44.1541069113474 44.4417685298419
boson 49.1 up 36.9686408697284 57.4677915476102
gluon 39.7 strange 54.5564551748269 37.977562865674
fermion -20.9 charm 48.1752449804747 38.1911343377418
fermion 58.4 up 50.9981519330179 32.5978724766186
gluon -41.4 charm 47.0372968422983 42.7817992540275
gluon -15.9 up 45.9909764887307 81.7989829037718
fermion 58.9 up 52.5921031342354 14.2650959719546
fermion 46 up 50.9632054065466 66.3756240678746
fermion -53 charm 55.6941295891485 48.8845701214626
boson 59 down 57.819670412385 49.5435953552425
hadron 21.3 charm 49.1413148370555 82.8678631761272
fermion 44.8 charm 47.3141559574721 52.6172370188421
fermion -38 charm 53.8190964684822 54.6142563359627
gluon 50 down 57.070468309469 73.9085193658477
fermion -55.4 up 51.9292719862788 27.5256025849568
hadron -28.1 strange 51.5690534828929 37.7584478983797
fermion 21.9 charm 40.796178314498 70.753515434935
boson -21.5 down 55.7327252946173 42.8499170569911
gluon -20.7 up 54.2813663053596 75.4462366085329
hadron -2.8 strange 48.7210605399167 83.8089221128323
hadron 44.6 strange 53.581745874367 32.6470678482634
gluon 6.6 charm 53.378429749661 71.6303696833809
fermion -39 strange 44.6746442408432 22.9841638056702
boson -42.6 up 50.4075088169252 40.758726316583
gluon 54.7 strange 42.5936509277444 49.1196289754847
boson 0 down 44.6320866621161 17.305894645372
fermion 34.2 charm 44.6943232716836 7.07674370245631
hadron 59.3 up 47.8814257540631 59.7045971860986
gluon 66.3 down 45.9764570572325 71.5043039312427
fermion -50.2 strange 49.7347599061554 62.0446398235968
boson 21.4 down 42.9709361295423 3.96130818207482
gluon 19.3 strange 49.6252481677213 60.9849841998839
fermion -3.5 up 51.837995023978 31.3921795374259
boson 7.7 strange 42.3294673212998 53.5190131894246
fermion 36.6 up 46.1196341352125 46.7658642189997
boson -0.3 down 54.6513277657589 28.5575691731233
hadron -60.2 up 49.0493335120044 55.3904982921893
boson 38.3 charm 54.6822245601663 94.0628337434277
boson 42.5 down 46.1556644140859 81.5240922788624
boson 25.8 charm 43.9461927133774 75.8888139978197
gluon 32.6 charm 48.267718816245 68.9145754482998
fermion 54.5 up 55.7330347801109 56.1344156821131
hadron 27.5 up 46.4440424460747 46.62212842672
fermion 60.3 down 51.2377368777627 41.8296026719886
gluon 9.6 up 53.3926162292783 55.6062065093106
gluon -62.7 charm 44.2338590517588 62.6740364846671
hadron 48.8 charm 47.0055705203438 60.5337042943318
fermion -1.1 up 49.6194936843406 26.153474314887
hadron 2.3 up 51.4038273691618 39.6648988551872
hadron 4.6 strange 58.8394539488305 54.940745333437
hadron -13 charm 51.3828128534289 46.5349575802161
hadron -30 down 53.2841444656446 103.436544369193
fermion -18.5 up 50.0511227039875 37.1210145172133
gluon -7.7 strange 42.6883323309249 49.9020694418909
gluon -42.2 charm 44.1131578233079 82.0361486083925
hadron 2.7 down 53.3583441996518 57.498185102375
fermion 11.7 strange 51.1853639249153 59.8722064853664
gluon -0.5 down 55.0997344266677 44.5734837563903
hadron -59.4 down 48.5255926129611 77.5237512136434
fermion -54.3 charm 50.7578523342324 35.5887604936649
hadron 40.1 charm 50.9340323147638 29.1176257804853
boson 42.4 up 54.1382467616536 24.9029033979956
hadron 39.9 up 60.1571095113085 44.8133624177591
gluon 52.1 charm 54.6478487916507 83.6850940675414
hadron -32.3 strange 43.2441101343294 46.8134553870533
boson 40.7 charm 41.9709801690012 34.9942210906912
gluon -52.6 strange 48.5814230846761 66.7003401093916
gluon -67.2 strange 50.2606560801416 68.8106446943957
boson 38.2 down 51.1685159681522 44.3365150651988
fermion -63.4 up 53.2194733312265 34.9379452552485
fermion -35.9 charm 51.551743283731 33.5981633057227
hadron 20.2 strange 55.7331960564495 60.8077206127077
gluon -1.2 charm 51.44515541142 44.5270229686832
gluon -25.4 charm 47.70818300862 57.4366381545055
hadron -46.9 down 48.0968896358991 63.8065394667809
hadron -25.2 charm 51.4446279928602 57.1921410455622
hadron -54 strange 47.8882967360113 58.4851771267987
boson -0.7 strange 56.5815790382192 45.8496199346885
gluon 41.3 charm 57.8200956072863 59.5546800813555
hadron 13.5 strange 49.3884081640167 82.5547078295596
fermion 22.1 strange 55.4719264657237 39.5175654697407
gluon 5 up 52.7826171371128 79.6302794958168
boson 54.7 strange 51.9664422853347 40.0067562506127
gluon 23.3 up 52.0374167116179 65.4966708368405
fermion -20.4 strange 57.6458664884794 57.1485932048908
fermion -20.2 down 51.6321598550242 30.5001293994467
fermion 12.9 up 52.3826066224697 32.203683658771
boson 38 up 50.8280182058085 75.2718222561018
hadron 63.2 strange 57.1647710301783 32.0912726044112
hadron -69.6 charm 50.0566526709919 58.4115692780681
gluon 8 down 50.3155108541368 43.973496007166
boson 32.4 down 53.2610366996668 29.0246264859207
gluon -31.1 strange 49.0668965029122 67.4747532272882
boson 45.9 charm 44.6711062836365 52.5275564065363
fermion 10 charm 50.2267201178071 19.3881414991918
hadron 52.2 up 46.0864659780066 58.1133060817621
boson 58.9 strange 41.6611880826665 63.6711479544237
fermion 67.6 charm 48.2806941009496 56.8438207886304
gluon -35.8 charm 45.3273708108557 32.5356024567586
gluon 10.7 down 44.052055135222 64.4980569959345
boson 61.6 down 50.4496902612443 69.5258395368759
gluon -35.2 charm 52.7764438215994 67.0010118071757
gluon -48.2 up 47.8542495417176 43.7918256760363
fermion -26.1 charm 45.5754707792165 29.2384094267175
hadron -39.4 up 46.667959039083 76.1170592558367
hadron -60.4 strange 48.55368398517 74.9148391784251
boson 27.6 up 46.5851224280796 18.5462510523565
fermion -58.4 up 51.0538341249916 41.6504946592045
fermion 26.8 down 52.1606615446849 39.8966593947545
boson 17.4 strange 43.7189261137272 24.4299803307921
boson 1.9 down 49.1840248533346 58.0708738210402
hadron -20.2 charm 51.8971664841608 61.86948938159
boson 54.5 down 53.8820704801084 35.3781860229139
hadron -19.5 strange 54.210375079505 53.3083695148423
hadron 29.6 strange 48.4510641858184 89.1126318049044
fermion -25.8 down 54.7023802231525 64.8929017768973
gluon -23.9 charm 57.5776761855417 45.8110284443077
boson -8.3 down 46.9388034301781 65.4159431348844
boson 45.5 down 45.9609659500455 25.962038550018
gluon -23.1 charm 49.7388396888295 44.7491844113484
gluon 66.2 down 48.3090890801935 58.2566308340266
boson -25.8 down 48.987736007385 37.4708455594025
boson 45.2 down 43.5661212799694 64.3436141678411
boson 12.2 strange 48.0297929375586 29.6865741577515
gluon -8.6 down 55.9927059968613 61.4633855601922
fermion 30.4 down 48.8233112409689 4.54129259392634
hadron -13 up 54.9366539558666 61.6063605396611
boson 2 up 50.5380033319924 38.9044848540492
boson 22.1 down 49.7290515266208 24.5945363514615
boson 65.9 down 45.3899309387102 39.0212144590593
gluon 69.9 charm 61.2915607055955 49.2178419921104
gluon 20.8 strange 50.9254493104948 62.2015935322654
hadron -31.2 strange 45.2379852024185 72.5356759901421
boson 11.1 up 43.0192429097792 82.5886785345499
hadron 55.1 charm 56.4766370177782 35.2649384120452
fermion -20.7 up 55.9325062079777 10.0057754778655
fermion 18.2 strange 51.8247611402371 20.6956880121296
boson 9.9 down 52.7213264599016 26.5049859101278
boson 68.1 charm 44.198729742624 42.4147213916861
gluon 18 charm 52.4374729039028 54.1099817115223
hadron 26.3 charm 48.0552758758542 55.7981739495344
fermion 59.4 up 49.3162847467176 23.7499670529655
fermion -57.1 charm 44.2998391645594 26.7474677376328
hadron 44.8 strange 45.6112928666491 67.1727003389721
boson 11.3 down 55.0928302814061 62.1074196868557
fermion -32.4 strange 50.2481148521754 25.0049124051288
fermion 63.9 charm 51.2758564855854 28.8172641084654
boson 9.9 strange 49.7792812686969 43.7598310820232
hadron 45.5 charm 55.4485261614913 65.2032647862043
boson 59.6 charm 44.9444468667112 45.8975799037889
hadron -59.8 charm 47.3902559617003 59.2280515821064
fermion -35.5 down 37.3544530742047 31.6021973471439
gluon -52 charm 48.2975132700393 58.0041944262088
boson 47.9 up 52.225195223346 44.0828449472327
boson 20.6 down 49.9566352320042 79.8445108435203
hadron 42.1 strange 56.623994032389 41.4773242360342
boson 43.7 up 44.3416967629278 40.8845118594258
boson 27.9 down 50.7461207006434 22.4760339316509
gluon 5.4 charm 52.5016720492044 40.070047696146
fermion 6.3 charm 52.9318734911743 29.433003315596
boson 12.7 up 49.7015410740874 67.6349037477582
fermion -27.3 down 55.1573949305963 -11.0341597728598
hadron 36.3 down 45.4761824555447 67.525052154653
hadron 8.9 strange 51.620956040359 58.5979452994086
gluon -41.4 down 47.5258493019432 62.1659571109619
fermion -64.9 strange 47.4503255280832 31.8893068084653
fermion -47.4 strange 42.1765277537107 24.5097643154018
hadron -19.5 charm 46.1246690684254 64.2742732167696
hadron -10.2 up 51.715893085158 65.0826163855514
fermion 20.6 strange 49.8657640908426 35.642019907567
fermion 63 strange 42.4628625070916 57.8988070527403
hadron 40.2 down 47.0930477797831 65.5934315284824
boson 13.7 strange 50.1041704526934 87.4636811506176
boson 20.1 charm 57.869795800487 50.8308636522965
fermion -68.8 down 48.738752213471 25.9343351283274
fermion 49.4 charm 47.3664212597856 29.5236267355371
hadron 38.6 charm 56.1639169252747 55.4303939525552
fermion 43.5 up 50.2837542712348 61.7744860545298
fermion -18.9 up 43.2825829459135 32.5357738632172
boson -14.6 down 42.0473484475088 34.0312251505731
gluon -17.2 up 52.4520236164057 40.6852760079028
hadron -68.4 strange 48.9479201093968 55.3245525888336
gluon -10.1 down 59.8771600063543 87.7649459025286
boson -41.1 up 51.6736125025734 28.6091745078052
boson -41.1 down 43.9545374760812 23.2875765917373
gluon -69.8 charm 50.5969275316105 91.9500769269531
gluon -69.8 down 45.3613365977673 61.8337152484426
boson 60.3 down 52.4850579670433 67.8670004386624
fermion -45.2 charm 50.8874358516458 27.7895498780576
boson -38.2 down 55.1872368911185 41.944659730135
hadron -47.6 charm 56.7138851230937 68.8121727097015
gluon -33.4 up 51.0204057129506 57.4958360380743
hadron -68.8 charm 49.348755573689 64.9415435335679
fermion -22.2 down 41.9543476136986 22.0157831962708
boson -21.1 down 45.4455435026735 58.2916867812338
boson 45.7 up 53.0341976278106 87.3414837741591
gluon -19.3 down 47.7639704909238 77.0707466219519
gluon -8.6 charm 51.0410960277786 50.3343307635457
hadron -53.2 charm 47.2080647905815 65.8334827997514
fermion 62.3 up 50.2750408866493 45.5052376890598
boson 49.9 strange 47.4670097207449 51.9761692932671
hadron -23.4 strange 49.1663006870767 69.6153633865825
boson 8.9 down 51.0132114411026 -7.2265675453383
boson 9.2 up 48.287045447639 43.2089227527926
hadron 7.5 strange 53.2841000786681 46.4493207102939
hadron -61.2 charm 48.8711362739945 55.3479197944294
gluon -4.7 charm 46.980422320223 79.6905007882299
fermion -17 down 47.8034959581496 28.1315003120469
gluon 44.2 down 49.0782055327017 51.0803236788593
fermion -8.6 up 55.205680142034 6.40834295508999
boson -27.3 up 47.9172775347233 45.538600373399
fermion -41.5 charm 49.5642760913873 36.289986116723
hadron 2.9 charm 53.2606033545482 36.1472271249906
fermion 30.3 down 48.8365645001693 23.9025619169422
hadron -44.3 down 53.4818148280333 59.3768656780045
hadron -51 down 51.5089817653076 40.1709690665589
fermion -19.7 up 45.8867657937096 42.604025222913
hadron -43.9 strange 46.9223470742925 48.3665291091236
hadron 58.1 down 49.4238729216571 60.3620927584675
fermion -23.6 strange 53.6596577346651 -2.90192377710514
fermion 44.7 strange 43.0242682914339 27.9779076668252
gluon -57.9 up 50.1275214806893 40.9397175261441
fermion -26.8 charm 43.5262148227444 14.033886645874
gluon -46.2 down 54.9735358980917 55.9583910025448
fermion 2.4 up 45.0462165456663 38.7589723831821
fermion -55.7 down 58.175270453713 -3.54484730699731
hadron -55.3 up 51.8431390878893 74.4868160680798
fermion 69.8 up 52.5217855553953 16.9698347929092
hadron -6.9 down 50.6385240201403 58.0938658772215
gluon -28.5 up 43.106896455411 70.8914968904537
boson -13.2 up 60.7345715764064 67.0908755761538
hadron 31.3 up 55.9913456555865 44.3663844834917
hadron -68.5 down 57.4277220950869 68.9770479206721
gluon -22.5 strange 52.1035829956723 65.0278374516986
gluon -56.5 charm 45.3305413698527 39.647752516634
fermion 60.1 up 49.669229573579 16.4555988466333
fermion 65.5 down 46.6780265476632 35.1079655360866
gluon 59.5 strange 64.370003987623 47.8451793437044
gluon -47.6 up 48.6169814050276 48.5801827289501
boson 53.8 strange 47.5019450548744 53.6220843649695
boson 49.4 down 42.3171619046654 45.6903863693513
hadron -69.8 strange 44.0489572979807 62.4510543041792
hadron -23 down 44.6325449976225 56.1488037191904
hadron 48.1 strange 44.9821238740118 92.5573003278947
gluon 63.2 charm 57.4946496810194 58.0441368545789
fermion 17.4 charm 50.9381092711804 58.6834449219071
fermion -67.4 strange 39.2933214044435 46.801807060183
fermion -51.1 up 49.0316654016121 42.369547388442
gluon -27.1 charm 53.6522075725947 47.141039008814
boson -44.2 down 42.6008322200728 78.1972825641283
fermion 39.5 charm 41.9208672563951 75.5518019178388
boson -14.5 up 51.8494479080911 36.2328127837174
fermion -53.1 strange 46.9123903871462 23.1926800755153
gluon -37.1 down 60.8655562462796 59.2593807252937
boson 1.6 charm 51.0988987532125 69.252312627116
hadron -54.2 strange 47.8614001161812 67.9522490526662
boson -32.5 down 50.6842947150699 67.1610928894312
boson -33.8 down 48.5019545446468 46.9619883823537
hadron 44.6 down 47.3664840839997 56.0777571649515
boson 61.8 charm 56.3833641128276 43.2786062209284
boson -24.6 down 45.0080688926521 50.4759430593852
boson -61.8 down 51.6599997669733 51.9780814268795
fermion -23.2 charm 52.4374556810856 54.8010828610038
fermion -64.4 up 53.9826145531603 20.8746760142032
fermion -10 strange 38.396842550605 32.2888765432208
boson -10 up 46.4499798100551 42.6752407370947
gluon -13 up 46.3394058084292 55.2913766455332
hadron -49.7 charm 41.5844167618943 22.8845639334958
fermion 6.5 strange 39.2198063361209 22.6135204791659
boson -60.7 down 49.2016022886402 34.7545971652059
hadron 44.8 charm 54.8257397490671 50.1814911135336
boson -2.4 up 45.608960267442 41.5669195715649
fermion -26.9 strange 52.2294595514965 41.6036328860682
gluon 26.5 strange 46.3316546018861 55.152151374655
gluon 12.1 charm 57.3388033906552 28.7034537917812
fermion 8.1 up 54.708694353048 27.7319883221477
hadron 31 up 47.6850733188428 61.3886852335847
gluon -41.3 charm 57.9365766635389 40.5538650115738
hadron 54.4 up 46.1502305914436 61.8557101323239
gluon -34.6 down 55.5728326157345 60.7313468907381
fermion -0.8 up 52.5150533981548 47.1500599751546
hadron 2.5 down 54.049976992308 44.3928307075217
boson 59.9 charm 46.2723096402872 34.7695899097566
hadron -44.9 up 57.3640678714551 52.5941748531798
fermion 57.9 charm 53.9268231770004 8.35372725536768
boson 66.9 down 46.5903689009297 35.9403606784444
boson 15.5 up 55.9204105337859 17.7128802956467
boson -34.1 down 55.0423028073591 35.3516293622203
hadron 32.8 strange 50.2251072371523 78.6393885916736
boson 10.4 up 50.7319200067608 35.6686429739737
boson 26.5 down 46.1719732478031 54.4582285951811
fermion -18.1 up 56.8189188044149 38.8901839761022
fermion -67.4 strange 48.8102719114833 31.719424653792
hadron -43.9 down 51.1241193279591 45.0371226252367
gluon -59 charm 42.3086313723525 83.1644719464949
hadron 56.7 strange 50.9470984806042 111.52210290836
boson -43.9 up 43.9688640009636 35.00777200069
fermion -69.6 down 51.8534089926635 42.0194717966903
fermion 27.6 strange 45.1431083276097 29.5640927419676
boson 27.2 charm 44.0516509266746 50.4811195773058
fermion -68.7 up 45.5991536548641 43.9154725807263
boson 44.3 down 49.9582630368646 26.7264777415996
boson 60.2 down 56.5905614062711 48.626736815191
fermion 22.4 down 52.7684727523667 27.2786075175171
boson 11.8 strange 50.7478209051109 74.3410519172233
boson 10.2 up 43.3061692931468 64.9922209138108
hadron 3 strange 45.9123462432123 48.0891886813971
hadron 12.7 down 47.5671284089111 63.5127007171012
boson 28.6 strange 45.1954621497865 36.3833161919392
fermion 29.2 down 52.8623738690616 44.3941131547939
boson 37.7 up 48.3778120532042 53.2640933355725
boson -16.3 strange 52.0328985607659 34.007326476109
boson 65.8 down 52.8462242690056 38.4078980021329
fermion -52.8 down 45.7771300734434 39.310970668381
