email hour length mispelings flags
spam 1.90954724885523 62.167537899911 1 links
attack 5.51250332035124 31.8862498407402 8 links
spam 19.4915249403566 69.0446955190295 1 foreign
good 19.7211534641683 15.7039951092242 1 links
attack 8.91279293596745 5.21902521177799 0 links
attack 5.54863240756094 10.1885012031358 8 links
spam 18.7565817944705 66.1919088705071 1 links
spam 23.8349225185812 43.0205375267154 3 foreign
good 7.07231716252863 31.6822716628028 5 foreign
attack 23.8095997329801 28.6573206798237 4 links
spam 22.4008891247213 26.9240908649509 3 foreign
spam 7.23571520112455 24.2385088347256 5 foreign
spam 17.4790635276586 33.1973291779192 1 urgency
good 19.940912168473 44.4218384124299 6 urgency
attack 22.1866194047034 45.1512667463546 0 isolation
spam 10.5963702835143 11.2592604100194 9 links
attack 21.0185210667551 14.5501658953722 4 links
attack 3.15075019933283 27.8884732427942 3 isolation
attack 22.6136321537197 53.6648776039757 0 isolation
good 11.6257627364248 6.40289596506801 6 urgency
attack 2.87583763338625 52.1477681065206 2 urgency
attack 22.7705787364393 0.619359576882765 0 urgency
spam 17.6898120101541 45.0821056907065 5 urgency
attack 14.0826939437538 46.1530918413257 2 urgency
good 22.2900970447809 10.4434473969089 0 urgency
good 2.48710234835744 43.3963230450876 6 isolation
good 19.6594364997 2.06025619005945 3 links
spam 22.5978309139609 85.8945922588339 8 links
good 19.0895940419286 17.5704715251069 0 urgency
spam 9.53723678179085 123.783057918053 10 links
spam 10.5076940115541 79.2479591342347 7 links
spam 3.85689462907612 33.6705800168597 1 isolation
spam 0.817168492823839 46.8709851170223 8 links
good 9.84791750460863 31.3807804263501 7 links
good 9.43128659762442 54.5852152614886 10 isolation
good 6.58351896330714 20.9853070839921 10 foreign
spam 4.6654105335474 25.2793985146855 10 foreign
good 8.03834821656346 73.6341026847081 7 foreign
good 18.9957833793014 52.589198713277 7 foreign
spam 1.06405442208052 44.9686774533985 4 links
good 10.5912727285177 18.8299190178166 8 urgency
good 0.781286839395761 8.87636330169039 8 links
good 9.69577686488628 11.2553037952102 6 links
spam 18.9883505310863 56.8656409381969 4 urgency
spam 8.76018895581365 91.7985890214278 6 urgency
good 9.81278383545578 65.052722559793 4 isolation
good 7.87392626143992 29.2243975458329 0 links
spam 20.5432574842125 118.137637009965 3 foreign
good 6.78472998552024 31.6237119224635 5 links
spam 12.8090904839337 128.77076291731 10 urgency
spam 22.9295575898141 89.8411357315265 3 isolation
good 5.16667114757001 41.1462019827971 2 links
spam 12.971584321931 66.9627711089369 4 links
attack 5.7191413063556 7.87359729693986 1 foreign
good 12.804495703429 55.8066498587615 4 isolation
spam 23.9579302445054 17.9988650207391 9 isolation
good 23.5022443011403 129.409194844332 1 links
good 10.8893659114838 17.2107896590304 9 links
attack 6.02017143554986 48.4262863902087 5 isolation
good 14.3774954695255 51.7530015481421 4 isolation
attack 1.39165468141437 12.4749695241843 2 isolation
good 12.5280904658139 19.1544746582412 6 isolation
spam 0.501424083486199 38.9447384154537 1 isolation
attack 4.59147781692445 38.5474205028131 9 isolation
good 7.16317875310779 85.9238362748542 6 urgency
good 1.63540794700384 28.0161012694195 3 isolation
spam 12.1852803491056 21.7033992794098 6 foreign
good 4.35930412821472 32.9183047957865 1 isolation
good 20.104252198711 23.6661148454475 6 urgency
good 2.39371194317937 15.0715352257264 3 urgency
good 13.493491999805 106.642447844076 2 urgency
good 14.1488209795207 21.2350947122674 5 foreign
good 6.55939324758947 43.4013622928617 8 isolation
spam 10.1138551309705 94.4903573280623 10 foreign
spam 21.8623619545251 27.6271981978174 10 isolation
good 15.1669698972255 84.0587244339843 10 isolation
good 23.4245864097029 33.5485681215959 0 links
spam 23.4270122777671 62.2927251773396 1 foreign
good 11.5928498469293 55.2911026411004 8 foreign
good 16.3642983622849 73.8445120166856 8 links
good 22.8577613700181 36.5151509228819 1 foreign
attack 23.2305263970047 14.9786630475652 2 urgency
spam 6.76884065754712 50.485204046856 8 isolation
good 16.7895872946829 39.2078632748254 9 links
spam 5.32135258801281 27.0745156442672 9 links
spam 23.096422277391 10.7130472753478 3 links
spam 10.0841142777354 15.5031906781831 7 links
spam 18.7850384786725 80.9156061214267 9 urgency
spam 6.63971718773246 17.6604513037286 8 urgency
spam 18.4527190234512 58.774991631801 5 isolation
attack 2.69157689251006 14.0464041579465 10 isolation
good 4.91698288545012 19.9784979191049 8 foreign
spam 15.0657262802124 14.8210215434137 3 foreign
spam 15.4542038049549 14.2664580997253 3 links
spam 7.89315296150744 43.3021875050842 0 isolation
good 14.8331389334053 40.3061103283109 4 foreign
spam 19.8044531922787 4.69865557459488 1 isolation
good 14.9800732322037 76.4544148696613 3 urgency
attack 5.38023324497044 58.1558416666863 5 urgency
good 17.0394302532077 3.52374825414262 4 foreign
spam 3.96052985452116 27.502313245891 5 foreign
good 17.2738604173064 4.52625263473503 2 links
spam 8.77615020051599 7.82505278604336 8 foreign
spam 13.0597836636007 91.247087104031 8 foreign
good 5.19654707238078 74.7913993261369 2 foreign
spam 3.73804837279022 67.0655471559938 7 foreign
good 16.0042356681079 12.9637274334611 9 foreign
attack 21.1755565982312 17.4053145347415 4 foreign
good 23.172692488879 24.3006379117496 2 isolation
good 7.41299211792648 40.5128504842964 1 foreign
good 16.6147817485034 85.3321114887771 6 links
spam 9.77229470014572 26.8863294899369 7 links
good 3.10301445052028 96.9696840607315 3 foreign
spam 0.0549789480865002 22.1907999571846 9 links
spam 4.69889871776104 5.3155640787675 7 isolation
good 1.46187252737582 84.6855579303627 2 foreign
spam 2.33351313695312 36.3388614289162 4 urgency
good 15.1286512501538 59.4575644378375 6 links
good 11.4010867103934 27.9754244077116 9 isolation
spam 4.37082034908235 7.7036867947351 10 links
good 15.0998091883957 81.7068759425923 5 foreign
good 17.8391285743564 14.6995561609126 8 isolation
spam 15.1998474262655 32.8418729342831 10 isolation
spam 20.0542855784297 99.0892207122982 1 urgency
spam 12.7239642497152 68.5628095919957 6 links
good 13.3775919880718 10.3213195552501 10 urgency
good 8.52282163314521 7.16629049816406 7 isolation
good 9.22569724358618 112.977804686096 1 urgency
spam 16.4330157749355 85.9778644274865 5 links
spam 3.97432932257652 15.322515234068 0 links
good 11.2578597273678 50.8225578293779 9 urgency
good 21.7928404267877 31.0971112040477 9 foreign
attack 19.4824266079813 14.7644482276016 1 urgency
attack 3.16273918747902 24.1573268827782 3 urgency
spam 16.0297676604241 29.7908014641001 10 foreign
attack 23.2439769208431 39.1275015415666 6 links
good 11.1103709544986 29.830201032264 6 links
good 19.7938716653734 9.77077208172188 1 links
good 20.8652954678982 68.2144793464881 1 links
spam 20.3573178257793 64.4404082475365 7 foreign
spam 8.31366680189967 44.8822456349484 3 isolation
good 15.5034760516137 95.6882313580882 4 foreign
spam 18.1450898945332 60.632678299378 10 urgency
good 13.7571196909994 75.5910094268976 4 isolation
spam 1.92789510637522 74.6981626116823 10 urgency
good 2.34651786088943 46.5704558580503 4 isolation
good 11.9763315841556 39.2695762087543 1 isolation
good 8.95727031491697 28.9650821226481 6 isolation
attack 15.8821819145232 2.35194897770272 0 urgency
good 17.2031654566526 55.4829112811072 5 isolation
spam 0.3379947245121 46.7935920944092 3 foreign
spam 9.98138856142759 25.3617075597949 9 links
good 4.4904267154634 100.253912854437 8 isolation
spam 2.62774003297091 32.6036808838152 4 links
spam 16.9103811811656 41.1808877779566 7 links
spam 20.6970624513924 28.7735350853799 8 isolation
spam 3.50235834717751 18.8817726516092 3 foreign
good 12.5553414355963 21.6137317944147 5 foreign
spam 21.8183420710266 63.3694093435956 0 urgency
good 11.8614885751158 52.7339804257372 9 urgency
spam 15.0625914204866 10.7561064926283 9 foreign
good 6.26619444787502 29.2943968624094 1 foreign
good 18.5145539492369 24.036715645911 0 foreign
spam 18.0958111770451 2.50219373283002 6 links
good 3.91212910227478 3.35039022392877 4 foreign
good 8.57357361540198 28.7025901522352 6 links
attack 4.89942938089371 31.4159226896922 2 isolation
good 9.58567474968731 65.8546142563518 2 urgency
good 22.8916052542627 21.2121143859305 5 urgency
spam 4.9845999777317 24.1766230290903 8 links
good 1.51719872094691 36.5005333410572 1 isolation
spam 10.6239137649536 56.7752318260607 6 foreign
good 10.8287382870913 97.6305568569203 1 foreign
spam 11.1531432475895 64.6209447633007 7 isolation
attack 8.70323014631867 25.4539913457364 0 isolation
spam 8.65859519317746 48.030886446466 3 urgency
good 19.3367468174547 29.7216952659987 1 foreign
good 1.28616564720869 53.5254264758743 4 isolation
spam 17.441414700821 138.949179082035 8 links
good 19.524802191183 76.8247078573857 3 isolation
spam 12.2699766699225 141.746085898481 7 isolation
spam 16.5237752851099 62.9180002987189 3 urgency
spam 9.55676525272429 30.8771500620587 9 isolation
spam 1.57070609740913 28.3318317382125 9 links
spam 15.9249349627644 24.0101608633486 5 links
good 4.31642576493323 95.4083377796362 5 isolation
spam 16.1764446739107 72.2268758153352 0 foreign
spam 23.7285946682096 48.0789791640745 5 foreign
spam 11.7666216976941 19.0442037732044 3 isolation
good 14.9550475683063 38.7688993026539 4 isolation
good 16.0882358606905 1.86426113245609 9 links
spam 16.659108158201 17.0992302950155 7 links
good 21.9503280278295 57.7971562560266 9 isolation
attack 2.6371015291661 33.656370604 2 urgency
good 20.2832416277379 3.1984274553205 8 links
spam 8.79886286146939 38.5493462886606 8 foreign
spam 20.8024292942137 52.7392768860235 4 links
spam 8.30099506303668 14.0294347545736 4 links
attack 0.604090500622988 24.822416542397 7 isolation
good 22.6386263351887 62.937509267506 1 links
attack 5.09939618222415 21.8323279345813 7 isolation
good 3.7755254432559 30.7087431905794 3 isolation
good 2.27403110079467 182.436677164017 4 urgency
good 3.37472257018089 19.9705579025453 7 urgency
spam 6.93624210543931 70.8593180967663 8 isolation
spam 1.59723043441772 11.9230370354841 6 links
spam 0.0785136111080647 0.134504776080866 0 links
good 3.91063388809562 14.2065276949922 8 links
spam 5.10507154650986 27.1007400639277 1 foreign
good 16.1153470706195 25.3397132464783 10 foreign
good 15.1664102822542 4.52360061475966 6 foreign
good 17.4689231235534 25.0798591456629 9 foreign
good 19.9172857683152 32.3899329228583 7 foreign
spam 17.8106766510755 73.6094306425335 10 links
good 4.98061422631145 43.9551028328226 2 urgency
good 2.2209282964468 31.2164081701672 7 foreign
good 20.6273853946477 128.02603440342 10 foreign
spam 15.482443889603 45.0233182113006 5 isolation
spam 19.0762032475322 54.9236649319298 4 isolation
spam 3.56491207145154 76.0231246583888 3 isolation
spam 21.2878322135657 52.9893647803859 10 links
spam 1.90554442629218 43.6079179026254 6 foreign
good 3.06275791302323 23.1444716345021 10 foreign
good 13.5567864719778 13.6694173802284 2 links
good 2.02962172776461 33.803553113009 2 foreign
spam 10.1973875463009 61.9173412230021 0 links
good 7.76670270971954 62.7355109140909 1 foreign
spam 18.2173804286867 116.855858006113 10 foreign
spam 13.2705578058958 116.939373693787 8 isolation
spam 6.57372082024813 53.2768468721511 7 foreign
good 19.129975380376 8.90851967133509 1 foreign
spam 11.5267873182893 99.0326913796759 8 foreign
good 10.2316802982241 51.0303630622142 2 links
good 4.31708854995668 97.750264495354 10 urgency
good 16.4580838512629 103.023139879244 2 foreign
good 11.8582376874983 92.3511446456169 5 urgency
good 2.04589895904064 72.4527255849555 3 links
spam 13.2836584858596 19.3229484559339 4 foreign
spam 6.19681194797158 58.7285573838169 9 links
spam 13.2090430352837 2.55788117458228 1 links
good 17.0705120321363 30.3890108273955 0 foreign
attack 22.4983694627881 20.2243493078332 1 urgency
good 17.9052465688437 3.68934052892264 10 foreign
spam 9.39090655557811 48.8776028421848 7 links
good 22.06738563627 48.0073995444421 8 isolation
good 17.8498633895069 30.1602827484414 9 urgency
spam 1.16197764314711 3.9726168989182 7 urgency
good 19.4603497982025 42.6896612888746 1 foreign
spam 5.65662223286927 70.8723896795646 7 isolation
spam 17.3227349650115 130.238720688681 5 foreign
spam 15.8247439842671 1.04354596986577 8 foreign
spam 9.31796617805958 26.0483470157506 1 links
good 3.33353566937149 8.16744333934385 6 foreign
attack 15.9594670962542 36.8469725350529 6 isolation
spam 19.5238647311926 48.4254030331074 6 urgency
good 1.86233074218035 124.016162029261 8 foreign
good 5.92206704244018 41.0884359345149 3 urgency
good 4.77316957712173 13.9296535056782 2 links
good 23.6433172356337 59.0155526430978 7 foreign
spam 5.06874005310237 14.5054813076815 5 urgency
attack 18.6882911045104 28.2719890058467 1 urgency
good 7.91490627452731 37.2128519716033 0 links
good 20.3161616083235 9.45175605204392 10 isolation
good 15.070735283196 107.172742062307 10 isolation
spam 19.5909577198327 63.9790704269328 3 isolation
good 2.04494327679276 35.8683106529588 0 urgency
spam 3.62278900109231 61.5725055644136 9 foreign
spam 6.48522380925715 33.6063941564392 10 isolation
good 9.36814337410033 32.4159977981892 4 foreign
spam 1.18092323094606 43.6941972676195 8 links
spam 0.521201374009252 32.8475561704551 0 foreign
good 17.3286400213838 79.423115139809 8 links
good 15.8756320215762 32.2917400883884 7 isolation
good 22.7124718911946 29.4376050347535 6 foreign
spam 12.2051529977471 70.7270459288511 7 foreign
good 3.63256087526679 55.0969101704608 4 foreign
spam 23.166309479624 31.5008705184997 5 isolation
spam 15.6370516922325 11.3047650343595 10 isolation
good 21.8537194803357 91.9389151681018 1 urgency
spam 17.9213584978133 160.56690170703 2 urgency
spam 20.4195293840021 32.8670068655687 3 foreign
spam 16.6209388766438 7.78492863587568 9 urgency
spam 6.36508896388113 67.0903442754727 7 foreign
spam 9.28696375899017 19.2314409012371 7 isolation
attack 6.33554769493639 7.31268524597903 8 urgency
good 2.7189234662801 120.927145229064 6 urgency
spam 10.8404151499271 166.000502678666 4 foreign
good 14.5250895135105 59.6552523257544 3 urgency
good 17.862181160599 27.3771582271883 1 isolation
good 6.34240873530507 39.1461354251153 1 links
good 15.9889465402812 158.89588517767 8 isolation
spam 14.122470645234 82.9041272895137 7 isolation
spam 8.87164404429495 69.3083162568778 2 isolation
good 19.7478920985013 11.7621168988753 10 links
spam 20.4226835109293 0.663198487995746 7 urgency
spam 22.1589323021472 92.815926814517 5 links
good 10.9067221786827 67.2462054563052 3 foreign
good 9.78989260084927 29.3143726804794 7 isolation
good 23.1502995137125 18.4739583819051 7 isolation
good 11.310354731977 20.5375513853487 7 urgency
good 16.6618790198117 8.12415933996869 1 foreign
spam 21.902643872425 38.6832285599217 6 foreign
spam 22.7664703968912 32.4788151154203 5 foreign
good 6.31201741285622 12.2387880988046 6 foreign
spam 5.9791583865881 167.374949534281 0 links
good 17.4203490223736 44.0987203161422 5 urgency
spam 9.02970765531063 45.7302669629964 0 links
good 3.30987777560949 31.5914725081833 9 links
good 14.7604522649199 30.618219632917 2 links
good 2.80787826888263 20.8471477360407 3 isolation
good 14.5451853498816 17.9005525927526 2 links
good 12.977413482964 14.0453584479313 8 links
spam 21.2279241085052 43.0703099308177 6 links
spam 4.48286817222834 76.6177820516568 5 foreign
spam 21.7831990923733 26.4271358686336 10 isolation
spam 13.9232687652111 101.790656494177 8 links
good 9.78247791901231 49.2879414318847 5 foreign
spam 9.33053344488144 12.6391254163206 6 foreign
spam 1.86396569386125 12.7746579589801 8 foreign
good 17.0326545238495 29.1447611158944 2 urgency
good 19.6164573915303 28.2436433467103 6 urgency
good 14.456320412457 7.90791527814206 4 links
spam 0.511674849316478 52.6794109673735 7 links
spam 21.0843376591802 48.5634907107796 1 foreign
spam 8.60770104266703 94.2878015041619 5 foreign
spam 7.65846646204591 110.753422417931 3 isolation
spam 1.60754550620914 69.2644338310604 10 foreign
spam 15.2080407980829 7.40267117905363 7 isolation
good 12.5474589653313 13.9405620826683 5 isolation
spam 8.79140655510128 175.715291303619 0 foreign
spam 5.9958674646914 97.7316906350994 10 foreign
spam 5.58925445191562 29.6452814495993 10 foreign
good 8.03703937120736 29.1132432408258 10 isolation
spam 18.8058122936636 31.4761965077115 1 foreign
good 5.21826318092644 50.8625204644372 4 urgency
spam 22.8629043716937 9.92442128903025 7 isolation
good 6.89867118559778 13.131310725834 10 urgency
spam 8.88944804482162 86.2087291121468 2 foreign
good 1.16703521646559 70.2813828301251 10 urgency
spam 11.1548620853573 42.9111108884008 0 links
spam 2.22066789865494 51.0641628529957 4 links
good 22.4443517960608 75.6805890374488 6 links
good 9.98449336364865 6.99530891900076 9 urgency
good 14.7326603159308 6.82633006632626 8 foreign
spam 15.0977282021195 86.1133631955456 0 links
good 19.4941450227052 55.9201652696397 10 urgency
spam 9.43918368034065 143.990797629097 5 links
good 15.7710283566266 12.1775864712657 8 foreign
attack 20.6524855736643 49.2708572523904 4 urgency
spam 8.0420959610492 30.0762426705602 2 foreign
spam 4.947878183797 27.5430859106333 6 foreign
spam 0.305497694760561 25.0330999903693 7 foreign
spam 9.79069985076785 58.5351665506935 3 isolation
spam 7.0027875546366 14.2446143328124 10 isolation
good 8.01839994639158 38.0543077589822 8 isolation
good 5.9261758569628 146.993108070446 1 foreign
good 4.51911227591336 49.1896527269715 3 urgency
spam 5.50520134717226 6.31918776679862 0 isolation
good 18.6775838322937 15.6042894676985 7 links
good 19.1934818085283 71.3560583567387 8 links
good 7.6850949972868 54.1219115621252 3 isolation
good 12.6012650504708 58.2906714807113 4 foreign
spam 22.8429007865489 56.9203717140985 10 links
good 11.5402266327292 33.8018999290516 0 foreign
spam 8.83323436975479 48.2698705213653 10 links
spam 6.22240780480206 10.4929080703413 5 foreign
good 12.9519272781909 28.7058663612459 8 urgency
good 17.3690473493189 39.8747836339628 6 foreign
good 4.4575441852212 95.8783719810303 8 foreign
spam 7.82889410108328 11.5635211770237 8 urgency
spam 1.99286339990795 7.5494853600051 9 isolation
good 19.8009451702237 45.9691513533903 9 isolation
good 23.9043479561806 15.2963450561696 9 isolation
spam 3.45426462963223 26.2759741173623 3 foreign
spam 14.1782766636461 11.3940673423402 4 foreign
attack 21.7147981580347 22.7054973399465 2 isolation
spam 19.9903752431273 67.0658864689593 1 isolation
spam 17.0425039026886 56.6507499802368 7 links
good 7.76636452786624 49.3334505457014 0 links
attack 5.82493693381548 71.7789639815217 0 isolation
spam 18.3527890685946 125.78434919915 10 urgency
spam 12.6773695796728 89.0100460776798 2 foreign
good 13.207518344745 94.2240136189581 9 isolation
spam 18.0018411297351 31.5287188069377 2 urgency
good 14.9102443512529 197.037007214275 5 isolation
spam 0.32481094636023 8.39876476047931 4 urgency
spam 12.4056408181787 13.4798007990786 4 urgency
good 14.6028738934547 88.1374448742092 8 foreign
spam 16.0929327271879 52.8690396050944 2 foreign
good 13.7429173942655 36.4652283331334 7 foreign
good 8.84429077059031 35.1225781220185 8 foreign
spam 6.24567373283207 22.4657947864656 4 foreign
good 16.696965565905 84.0169543542171 2 urgency
spam 18.4933057297021 46.3357531591776 7 links
good 14.725101750344 3.71714332407621 9 foreign
spam 15.2407721914351 23.6635090611035 8 foreign
good 22.3202717173845 63.8666832079551 6 foreign
spam 9.24447883665562 70.9758712515231 9 foreign
good 17.7058470882475 16.8117826925167 0 foreign
spam 6.17461779713631 14.0396101823895 8 isolation
spam 5.80509699136019 57.5187982337447 5 foreign
spam 19.4632084686309 41.5112154355684 10 foreign
attack 21.8234214875847 17.9208308426855 6 isolation
spam 12.0145902726799 77.4712716617783 0 links
spam 19.6667528059334 63.5604063845192 8 isolation
spam 22.4618344176561 33.8893864343517 10 foreign
spam 2.51624183356762 33.7002054215893 1 links
spam 16.2989523857832 52.6368178452584 9 links
good 20.3416622634977 142.510923713005 9 foreign
spam 22.7757797855884 51.5582385791153 10 isolation
spam 13.8167093731463 25.0960448429892 5 isolation
attack 1.24355233646929 27.2608668492051 2 links
good 8.63211870007217 3.48136501966863 6 foreign
good 10.6391405537724 27.1819019531715 1 links
good 4.08115244843066 37.7370767542488 5 foreign
spam 17.4607712533325 22.0896154194019 9 isolation
attack 9.76150000467896 2.04035187290593 6 isolation
good 21.5652213804424 28.661500116475 10 links
good 9.17930886335671 67.1507912906826 6 links
good 5.01926281861961 37.6342994915191 9 isolation
attack 3.37038924917579 33.9179454880781 1 urgency
good 6.59576774574816 36.8953649666495 10 links
spam 10.1214485596865 6.86300008680151 10 urgency
good 16.3062418866903 66.367755766636 0 foreign
spam 15.3626618999988 32.7857374492238 9 urgency
spam 22.1680926885456 23.4130081497449 7 urgency
spam 9.92892702296376 17.6922828925019 9 links
spam 1.6106336787343 50.5545257029981 4 links
good 15.0306014288217 25.3601351716302 4 isolation
spam 7.90619017370045 32.3049399809129 0 isolation
good 10.0750587936491 20.7372349409437 6 isolation
spam 11.6221958678216 21.3863833325384 0 isolation
good 5.15446822531521 1.78390492563335 6 isolation
good 17.9224879760295 80.2533379488919 4 urgency
spam 23.5477428417653 154.63711593729 8 links
good 11.2297241482884 9.44199555226849 10 urgency
good 8.66930304653943 30.2542619067931 1 isolation
spam 7.83557889796793 74.4181119682313 6 urgency
spam 8.05491519346833 21.5130843059721 2 links
good 11.0309681743383 38.6502135149892 10 isolation
good 22.8125949651003 16.0476331725929 6 foreign
spam 8.52317448891699 106.513939225016 2 links
spam 0.727463431656361 30.1483105701581 1 foreign
spam 6.51738638430834 3.10680519621639 8 isolation
spam 10.4948388822377 25.4111760012145 4 foreign
good 2.89400225691497 160.765260701091 7 foreign
good 23.0086870025843 36.4226884949975 3 links
spam 23.253507245332 11.2742698383207 9 isolation
spam 14.3453269265592 44.8050813003551 8 links
spam 2.70250797271729 22.4150075002363 9 urgency
good 11.1474843677133 17.7463231471445 6 foreign
good 21.7580448389053 83.2375927286715 2 isolation
good 19.9973712768406 6.66188830238632 2 links
good 4.38325732201338 69.1924876457604 9 isolation
spam 12.78859372437 46.1700120202623 7 foreign
spam 5.23991864360869 57.6530365657673 2 links
attack 21.8970324788243 18.6447899972441 1 foreign
good 8.74695464596152 13.0605111213016 7 foreign
spam 2.90328264981508 97.7095053788618 9 urgency
good 10.9128966461867 116.715452017097 9 urgency
spam 7.78169519640505 59.3354540992311 6 foreign
good 0.0707829706370831 127.608138313947 2 links
good 14.8477273341268 61.5320486629285 7 foreign
spam 12.5565395504236 46.6062508795 3 foreign
spam 14.5465434696525 65.4412389107161 3 links
highpriority 0.406898092478514 0.845245268223147 3 isolation
good 15.2821552511305 52.1969789931451 9 isolation
good 23.9469308126718 14.1104035113005 5 links
good 23.301626957953 1.73298461259791 5 foreign
spam 8.67707077972591 52.1547279913231 0 urgency
spam 23.7694056350738 13.5378545579426 7 foreign
spam 12.7398443911225 92.4721688062929 5 isolation
good 11.9788424950093 94.1585210406577 4 isolation
spam 9.86248706281185 45.1131737912376 8 isolation
good 1.05052902549505 26.089555945573 1 links
good 4.73379017226398 61.487413884309 7 foreign
good 17.596687881276 40.1142763737841 0 isolation
good 20.5269849020988 38.3647223954255 4 foreign
spam 23.9543820619583 5.56861281598305 1 foreign
spam 22.6304217763245 78.261319846647 9 foreign
spam 6.77823247388005 27.8244642977394 6 links
spam 4.88048097118735 6.26220220934457 3 foreign
good 20.4550351258367 25.5250753410907 0 foreign
attack 21.9202835597098 25.1791159034648 2 foreign
good 22.7613301221281 24.6733051652454 7 links
spam 9.16436079517007 14.1142629567826 5 foreign
good 16.926066365093 67.5724049119548 5 foreign
spam 6.28228903189301 52.9576654558347 5 links
good 3.87722501344979 68.7206203679633 4 links
spam 21.2990014739335 65.7824917820835 3 foreign
attack 18.633692946285 68.3891128651246 1 urgency
spam 19.6130708735436 83.8359868625049 3 links
attack 6.4098090659827 54.928543767475 4 isolation
spam 22.3393888603896 129.61020517396 7 foreign
spam 3.15503426268697 6.72764187422118 10 isolation
good 8.75553174689412 106.653317541517 9 isolation
spam 22.2604611050338 43.7913833565789 10 isolation
good 22.4857675284147 41.9771189927259 2 foreign
attack 12.9296491853893 8.44926670971051 2 foreign
good 4.63688578829169 98.6042171594076 4 urgency
spam 18.9984720982611 25.1510783057631 0 foreign
spam 18.0286299102008 19.3268058690241 8 urgency
attack 23.8559536132962 12.0807364077265 4 links
spam 1.81354191340506 54.8579394692733 9 foreign
spam 14.860837675631 5.15207725926996 3 links
spam 3.26393570378423 65.5476058250692 1 links
good 5.0681711230427 45.3028979742541 5 foreign
good 4.28362896479666 28.4247918266644 2 isolation
good 3.28935937397182 32.5343721057112 5 isolation
spam 23.2507613562047 71.8256210767099 2 links
spam 1.53720373660326 49.2966713476382 3 urgency
spam 21.2635811492801 23.422142400137 2 isolation
good 10.894068075344 21.8126073440562 9 foreign
spam 12.7861433364451 27.5156981095962 0 foreign
spam 2.47945914231241 33.9420993333818 8 urgency
good 11.2019909452647 13.9919435550561 0 links
good 3.86776591278613 10.8499879551047 3 isolation
spam 11.7755402717739 20.1471647230232 7 links
good 5.8964340146631 85.6435324706803 5 foreign
spam 5.23944865912199 41.5292212502438 6 links
spam 16.8191780336201 17.7951779440747 3 foreign
attack 9.05302821658552 59.8524708929882 2 isolation
good 12.1939427275211 46.0995052204948 10 links
spam 6.39273596741259 80.6977025242405 3 foreign
spam 14.533300369978 48.8549062872514 1 foreign
good 13.4388801958412 50.3631973719568 9 links
good 6.71804704517126 50.3157202671987 4 foreign
good 11.8905855361372 37.5896984035594 6 isolation
spam 5.55727748014033 85.6311629832195 0 isolation
spam 11.0696404539049 6.05912542508342 0 isolation
spam 21.1185805387795 58.758854982465 3 urgency
good 3.30504893884063 39.8992423089583 1 links
spam 4.60045456700027 2.73542044254691 8 links
spam 1.10636332444847 166.036423850826 9 urgency
spam 21.6837198715657 44.9447521490323 2 isolation
spam 16.2349552866071 44.6977349329454 4 isolation
spam 15.9050154592842 87.0868499082849 6 foreign
spam 10.6933786980808 11.3968108865832 9 foreign
good 1.66646241769195 17.2950451208013 0 isolation
attack 23.1276631057262 27.8046181133776 4 links
spam 6.00885719619691 17.3135764590454 10 links
good 20.5711913220584 12.4502878756093 5 isolation
spam 11.2541076354682 78.6981020911621 6 links
good 10.4537787884474 30.4856926073628 6 isolation
good 15.9738793428987 15.2145706089582 1 urgency
good 2.61046253331006 42.6382756560748 2 foreign
spam 14.6197331249714 4.47321754860725 2 links
good 1.87742851674557 47.8240330292477 7 isolation
good 3.61403018608689 30.9109348485315 7 links
spam 22.0556792132556 56.4378743031375 10 isolation
spam 13.2405161876231 36.0034474919801 5 foreign
spam 11.6863883212209 19.3040226434578 10 isolation
spam 17.9205575510859 117.18869028766 0 isolation
good 21.0517936628312 7.20806513422772 1 links
good 14.6318969260901 17.4256471861776 10 urgency
spam 8.5866346154362 204.332154454355 5 foreign
spam 11.2596340421587 43.1494735000661 4 urgency
spam 10.6367310807109 41.3837932542928 2 isolation
good 6.41972260549664 3.72327868001466 1 links
attack 4.67987888865173 16.3667863495427 6 isolation
spam 13.305769527331 12.0878448989692 4 urgency
good 5.40741470642388 70.7595916912857 10 links
good 14.3666782323271 8.41096842668095 2 foreign
spam 2.21418869867921 17.788435256519 4 links
good 3.37003115192056 68.9553959939955 1 urgency
spam 7.08353940211236 222.288569746675 1 urgency
good 14.1867734771222 24.9647167562855 3 urgency
spam 23.4056428838521 9.62454329926941 9 urgency
spam 14.7046517115086 17.4315177923242 3 isolation
spam 4.84151801280677 108.011864883578 1 isolation
attack 4.92195690795779 6.23528123288188 1 urgency
good 14.6465036552399 21.6312755342151 4 foreign
spam 19.7962212748826 43.2729316758738 8 links
good 12.5569721180946 73.6128257709411 2 links
spam 2.19695656746626 21.7547198349262 1 foreign
good 13.4266302790493 81.9522144922104 10 links
good 2.55695503950119 32.084896530144 4 isolation
good 23.5503878965974 26.3360971748317 1 links
spam 13.307519942522 5.66948631410199 9 urgency
good 7.67176583781838 49.7189549018237 6 foreign
spam 11.9097027573735 60.0079180820223 10 urgency
spam 22.2587076053023 70.6882066282245 5 urgency
spam 11.1430336330086 5.46795513101527 6 links
attack 7.82125206850469 43.7141845257065 5 urgency
spam 19.785271352157 51.9086695538187 3 links
good 10.5221297778189 57.1583376513814 1 isolation
